Id,SalePrice
1917,68943042.32683417
2094,109738777.5009434
1460,101849412.10927197
1471,104473198.43037452
1509,79203960.17041023
1922,71684294.34833807
433,158569638.0382154
460,74944150.70977212
1116,91661121.29402506
1137,91498493.11541608
53,51611941.584842674
2354,106640803.18772015
1475,83076401.17208624
1761,204796513.07484782
842,68211689.83169916
2739,100616313.39199574
2509,46669968.41709572
1007,91413026.99783613
2610,90511154.73537172
1952,42138868.826589465
2719,99122919.949778
2921,41981941.75709342
1966,75234057.50733665
292,81774480.58127874
1204,97331244.89922746
1829,125301614.07825328
2419,75921011.4926557
391,79073132.32892948
798,69100757.50077459
481,80876358.56183656
193,92063971.19355828
555,67238756.75540505
899,59838856.51723139
2357,86465837.54450688
328,49058586.340095155
1356,64520602.99872039
1154,55434820.81508301
1730,79479333.86408754
2249,64055189.450458355
1119,97538437.60784304
2856,84950607.25738116
1394,91912415.78865482
2587,62012060.57351734
61,137513927.12594792
2661,85709418.75862221
2711,70613718.71720295
1147,87107131.69583268
757,60719740.42323243
2623,52160968.614834666
2378,53764431.763775155
1413,72899198.94702028
1722,70524816.52707958
1112,107263754.11867516
1623,88972790.5151437
1201,91847917.58492735
1513,60313114.07129573
957,777200253.7887632
1171,78734273.11708976
1145,83918791.87086415
2726,137190455.79525906
703,52991727.057077914
760,53383318.23070678
1964,65723906.38797036
2512,61745570.005277336
159,70074496.72962952
1281,82181456.4401527
468,86289175.84815925
290,58653537.428873606
665,65063692.30458285
1463,107178732.20773973
1792,92498192.68525802
923,99516358.39907272
500,110894979.67116049
1408,123721690.27115808
331,28011260.795345325
170,73024669.64065266
2192,58802683.89904075
2571,184038073.42706433
2314,93472737.32880782
2647,48075508.44006416
422,148838182.27118924
2457,157234252.9068187
1838,61638467.31270536
2805,111411647.81050311
1645,83208922.07942238
1711,113410515.20622511
2825,106480572.37819669
322,114147045.680365
2103,94133812.358981
342,78977149.81520471
600,62359148.71316215
488,82620717.0974757
1725,92862495.93852022
2246,90090845.05898437
2847,79948716.24136981
806,99521795.47485486
530,94213510.87941419
963,95639983.09975447
2678,59566734.72603123
171,62627656.370445296
2401,168730923.16703647
805,97690653.9367864
2259,135568311.1104609
1748,78058460.64373016
1361,83235600.28090873
1677,48389225.579863675
1406,78595672.47072534
2322,136092356.02677995
688,80825747.89465985
143,81003156.43250723
804,88767176.23738542
1214,82756290.33968744
2828,51248759.094185665
1999,101983770.70845097
2467,75696527.88917616
2665,75481303.34013104
1538,147696089.6346281
398,61067332.30443178
2822,100916517.62638572
2157,51614348.54911316
1856,108486454.67561524
1269,52363871.59263795
2570,73903618.66953617
2320,90639296.75165166
1517,85600998.70744857
2304,69988332.46980262
1312,59922143.709302336
2012,61677890.96093499
506,159310074.96742252
2865,126574997.83974737
2367,41267976.142813094
554,57387844.53542056
238,78421257.153688
1954,61718615.29963047
2488,73657406.76852296
2291,39899331.10178581
1969,48242111.06490951
2725,103458403.698786
1482,51878893.23534199
2763,82619484.54275471
503,101918574.97250384
1584,96822816.39614008
1531,80949596.7584377
2210,88742825.08713616
459,98450869.88617383
556,63972947.74545269
1347,81159283.7178121
1290,39778449.391230896
1388,65961563.08305426
1571,603191311.3741585
2754,68938734.09243907
765,83897146.47951956
2494,84346108.7786957
2870,128594048.14983125
7,68790836.85981287
1114,108636550.98700206
2418,110624435.94286723
291,90860417.43470733
18,116646141.52014843
39,116711624.34757333
1001,84551156.54005618
2442,98098747.03977555
616,63182439.24107374
2680,44122922.582264364
1414,72707677.59111972
289,70735647.8470557
40,98728072.3661305
860,63125433.88280456
409,58389956.75396932
673,80080561.2610718
2427,50867912.54426861
2036,94408942.98974459
2564,82047073.43304145
642,98253469.27880219
1008,102865644.4079135
1908,99069412.99276033
2519,64699422.24998097
1369,59224791.28703525
2855,80762077.73500693
712,54503856.15164355
1943,93240201.34891206
1958,79260105.61169218
107,49086407.36431504
2295,175389057.89212662
704,76483071.11865565
676,82908912.28413898
259,84895794.89816524
93,117468065.48143178
106,86155428.99426402
2315,86220687.16442947
1050,65216199.9697051
1095,102400025.11717927
2709,83295664.60247175
758,76793208.58895658
1496,69102409.21540459
2370,47148516.56612171
2458,103739049.48310424
2733,82056422.53205669
161,122048931.48071457
726,78830919.57377361
845,85146177.07937168
947,100944032.32242261
2232,72956571.2632348
2563,82081385.24284343
2299,151883113.90906775
211,72194372.00736082
605,99330161.62311356
1478,79962664.11548348
2247,87601026.14545017
2274,181551412.30175605
2869,111022209.75828096
967,90930022.21688718
2656,61699413.44554656
667,111697869.9878805
1042,43429344.36904555
2023,98492829.71808255
2447,132017006.27108893
2055,60223198.800274074
2275,113327950.56136549
2204,69696616.29470785
1563,82241166.06400415
483,72000548.71030281
796,55799952.73730797
1526,101306425.57398315
2042,89427044.16839942
442,119108363.77060051
1693,121374694.73957866
1468,92266693.29828903
1430,93576713.77760981
2605,111619072.5850535
1529,74108591.60843436
335,132306400.9628193
1287,71753077.69050914
31,43689039.520183034
1785,103052391.45815398
82,75545364.15652223
2620,92105896.93122397
252,78569865.5885637
721,37094315.652331114
2165,74131499.144625
2316,89529322.7811553
775,61072245.78361382
1558,93619251.84374852
17,95152592.65583812
1022,117931260.78602816
925,66340022.91049422
438,99176447.88012439
1270,80234849.02606153
1272,66534772.27128115
215,77206911.78801477
266,93164060.8474329
2402,101784540.72302859
1250,66613053.24161018
1984,61658802.64839262
1279,75276996.3871938
377,124698964.44637345
1252,75370540.6908155
2156,108811278.55380467
499,130337290.93739063
1374,108803056.41407365
2898,122891494.52222532
401,70623052.66788943
2721,101626091.29894178
2078,119982588.21857676
2589,82466585.9734328
1946,157546181.4413515
1334,57515450.217601724
2781,101531691.84301005
431,124767577.39613804
576,64064256.746906884
1474,87174837.2825378
2254,63120840.6908652
2155,105569649.08427754
885,59850951.149836935
643,68100632.33257747
1944,65330411.21746682
480,83003517.51019834
2845,76079693.81288262
2387,121599419.71564467
2407,70998642.04151747
2527,88499758.8165488
2514,48829499.84145718
629,94394470.22465426
80,89285694.81931189
1876,82698706.06522425
1546,54501064.92839636
2518,86402258.45047274
2347,80628799.87888376
783,143637757.77527836
1322,72045625.46459216
194,44982427.31815343
1770,122745649.97922237
2143,61097781.562584445
1229,105413377.48301065
511,105664707.83829977
46,75643509.62128624
1348,74848578.62634963
2465,75002006.06604001
387,86348914.76718089
873,88927982.93922769
1918,65617881.10712121
2764,97820863.49656205
2184,56043191.19374508
934,47061691.86329721
1920,70763939.19460629
2631,72189318.14334624
1768,219755230.3747053
2040,59372682.734935
1749,97235923.14049128
834,119875451.3936594
1457,102427427.4197931
79,56021397.35584096
2302,61002225.826889165
1817,68274367.3470337
2755,95935481.62117063
359,79942812.54258826
2059,61577045.681893356
2092,116738187.2291078
2516,78857853.8910881
150,74171796.91560394
1656,90210263.0133638
83,66440055.576553375
2411,80049313.00783558
795,60939832.09162575
2312,110800364.68239501
2917,31340814.65541048
1624,76286334.22543985
2215,133418582.29625292
1211,78139935.72655417
1485,51715353.08491129
1024,95387497.68320093
570,67164818.51573361
2874,67897362.45715241
700,91391000.38701552
2756,83329191.23600727
2022,93210649.77441677
583,106449568.29322547
2392,120231080.43342654
2424,59644184.55485388
212,85884190.05037618
736,62100042.78792934
1610,100810292.71023293
890,78155951.58087294
467,86970086.26028955
578,101082956.69197576
1747,96852712.30319943
1149,70963096.03631121
2758,120769298.7486303
857,59501365.770527884
2219,114738584.70291711
733,61942246.816439256
2909,45990136.49436669
1798,92625459.71729729
235,113650191.15850426
2366,54167265.389409654
1027,75395085.22818787
1195,62729082.18392977
1303,39380484.900966726
148,93151852.09312686
608,89038893.50118299
2515,77370215.06266214
821,93173857.96045323
2500,127536577.90794092
745,54470560.98769451
741,69200679.97136675
1611,236351674.7676183
2532,70014419.35465692
1081,74341080.2057686
1692,144932774.12624362
2520,56426579.71159732
276,74828576.86967348
1992,75541547.28946222
663,36940894.792218834
418,41529147.020239115
1733,83537803.47424379
2359,79392177.31809269
253,68618524.30099419
1518,93175531.7049956
2035,73155734.82767318
2919,37644358.52605043
1540,107690031.75699787
2120,88494709.00194679
1674,61011743.364128776
256,70381289.35128382
2361,61141930.70926971
978,31818831.16392532
2280,56269107.69487424
2095,101171001.99540731
1709,124891433.65266348
2801,105117279.48910959
1246,68753721.8389309
2373,37342569.00722329
1055,108467267.47348753
2017,63332307.02773361
1099,104600302.9907826
1344,41852512.348977305
835,160580318.08325577
1117,91633705.91806352
2043,42636845.29931545
2085,52021898.03854721
410,58094638.25679773
2650,50052649.26629418
2867,99174894.18729474
1668,68691377.15406016
1161,52907215.66304226
2122,82338687.57243298
2539,77756687.18115588
1047,56234968.847042635
1445,65769245.15863532
541,80576712.29756814
569,74321290.88550062
1276,54027531.6874592
918,60837496.79191605
326,87407158.54402347
1936,61601288.30214217
895,54837805.12452257
257,77895501.19310176
1241,105715756.86382717
1545,57099395.67321124
1189,86783546.0340345
270,51687757.731628545
2066,133836188.79589066
693,70810754.58932075
1259,84817750.35404204
2916,90899122.11349581
2321,120030882.97628804
1977,56508306.85793513
1895,84019568.37392122
1240,80049954.5686704
85,87066519.9834681
1823,70238996.06545454
825,114359360.67370637
110,86404390.6375248
697,88106674.31940484
2297,56007879.63107818
1231,71589529.88096473
1355,79661335.44635987
968,125862538.86803961
584,108378279.88482048
1315,63961693.42229926
1606,59457990.116013825
206,58589767.04834591
1685,116052107.20188528
2016,65874496.91618962
869,94906912.73373507
2135,75968110.51758054
2346,116860211.98340179
2430,74713167.30204704
2198,61923922.4446282
2652,59049237.195884824
27,66581294.164990544
241,77526942.12276801
906,68069137.90731704
1506,71585167.69326788
2098,131528220.51235867
1435,90406286.5483277
2213,76694700.79170756
1274,71362407.01521257
743,42973358.744876705
1737,76533391.14079207
2797,111291648.12266156
2185,52862189.50949597
58,69192995.48292804
830,74836102.6169643
808,64085989.72477508
680,84222590.53793478
1153,66303890.66070965
1291,63850999.30818559
1818,82954285.85251965
2161,72766439.93998569
1883,67384273.08035947
350,124666835.75055748
2473,81177220.78682566
295,121114662.58446474
293,101969576.14763002
859,85014896.04762639
288,58455509.95350162
1578,72554057.96542253
102,65192706.44102625
2831,61631361.01944551
1030,85092349.14560309
2551,84170202.01326823
1286,81201626.6381099
958,109485469.89957164
776,65337728.68404764
72,97930431.89384742
2263,92388318.31706022
1866,74435960.94146785
2876,46224246.67260271
2146,99827343.37011912
103,57358499.66697203
1500,50494090.20314089
492,131758494.38498032
167,71514545.80605726
2597,50955710.213986814
2685,56947282.28407631
1035,74810205.92877716
1220,41694327.29660609
2602,74387440.18749183
2159,84852767.6262464
695,97177959.49272385
1109,112365967.7788262
640,119809332.56732593
1652,77087567.17963614
2090,135565028.51333594
1188,99459682.1019768
2345,127144163.860845
1059,145231531.66310167
2751,97934762.73739122
128,111752102.54369779
1523,86595284.26699343
2925,119680959.42240016
2145,118125529.33504075
1121,77590702.64772226
566,99657237.2586248
565,100382746.15493615
1331,77884729.95837268
2928,69610803.46860102
156,75095296.44073853
797,90951121.61096846
327,43228052.113125294
2859,118003725.53495882
1453,57194873.86081365
1762,134733658.40346497
1868,93158415.79003164
1760,83806289.38939443
1113,96112353.13036269
1812,97501684.2153756
117,83669934.67167184
1142,94170643.91932096
2342,143157847.2504466
927,70179396.49521983
2478,84706966.94128382
655,46430710.74388802
2064,61130251.850572705
369,117027781.62771344
2239,62402089.94650834
2732,77373473.31531365
1653,87556397.4942097
959,96018838.27692184
2395,121561897.94575249
1412,67100161.033995815
271,96750064.85904081
1484,51872572.18274873
1497,72188842.67942491
552,77469711.04164973
2,75365257.8707583
1855,134802212.48056763
4,118147411.60137606
2292,79419326.3946378
134,74676781.67030188
646,70670740.29817662
42,101647983.32257037
532,90088017.93232322
713,57448567.82495304
2561,81118023.22498709
2360,90969776.86401784
1333,58830703.73261274
1407,217212106.13777375
2892,170845938.50030708
574,70376734.87618956
1227,90526325.22044906
2591,131861539.30781345
1476,87363267.23649354
1125,96050517.30966675
1446,68354286.22850773
408,48411892.53256808
1101,122201437.24031089
2251,88564040.86859858
373,96389499.39845161
2554,67554414.51911609
2382,111748365.5128662
1985,55135858.06872044
519,83228903.12466954
1093,90077049.08191252
864,107927169.11462735
2889,78619716.3264899
2308,111533935.06232044
986,95434758.41520265
1302,81993415.37271374
585,91049101.74613947
2708,70550208.63394077
147,85137958.89358315
1441,102738292.61491165
383,93571537.3669262
285,82353501.38027275
181,69561720.84728213
358,80003277.73136441
780,113238473.61749545
258,85842949.62261273
1865,107683438.46469936
692,55707697.09111232
2902,121298232.72275378
508,98815090.37681869
2638,88005684.12281919
36,56029159.15739319
611,93450414.01166591
2281,125273039.78692228
1678,45687606.93091619
1696,151774663.46754673
1557,47453519.8168036
2180,72153593.89702448
1726,68401294.56445424
951,71392254.7873843
267,95536382.97153091
2706,87198723.84915826
2221,118268238.18816847
1357,89922743.70856814
2901,123674528.86473931
347,76459447.5200479
2164,77266859.4264415
1586,120937382.75790821
360,65967868.03470368
1769,102123743.42173931
2617,78457103.69962911
1879,94998926.64914495
991,115205139.53205049
1535,73635538.84714313
1191,88368659.43453391
1579,89877899.96949989
1882,79469517.96685503
1510,74268448.58799335
2196,114867297.74732731
1845,59338464.22968618
2336,139522862.16131893
942,56979293.91000832
861,57125190.42913754
2555,57560411.29962713
1392,100903537.2598225
2099,90753511.55086082
1543,42208256.3489503
948,122546887.75687724
1239,90415784.37935562
22,83183171.5498422
2796,95339238.1233429
2747,93079610.99478865
92,119823542.88278314
210,112232078.50714159
1858,64281409.67128697
2228,54375002.024349265
447,85729048.79888183
827,97614650.83021453
1649,103299436.83783172
682,72813930.75068471
2698,60907249.60459283
494,67203494.04567462
214,75221924.8654612
2441,110054325.57063778
2679,58357514.74577721
1336,53235045.009698935
465,80680694.28854895
1524,72958480.51112741
2543,65861327.27309962
631,76857501.93086158
2452,115989319.13046806
228,86070822.31593889
126,114338857.18010134
1092,79991924.05501267
1122,76934065.03478292
932,126738467.38981129
1980,68226689.00465454
2171,74627465.157632
551,80075712.02475287
2768,95100233.18541574
2056,56771143.97277994
1159,131457653.65236737
2645,84369021.30754052
1174,56345353.683662295
2266,107843894.44130643
2462,144966277.27506638
1219,80693913.59589197
2922,109274728.85845594
118,81499519.22680202
474,51350212.19764081
2576,91086665.41952133
872,117566181.30374016
1077,69071211.19548097
1536,68841485.64741257
1150,65358482.09881297
2341,114574353.96356255
1931,79207669.74408561
2785,70932294.50959444
2538,75483385.00621125
597,102376478.28044297
464,62346253.69811205
233,139505633.67872334
2169,74438927.74834871
2123,78159381.18999054
1867,92839592.8061536
137,148077772.347951
515,92545287.71332978
933,38777880.0520685
2784,83517529.9949561
972,65759583.17469408
599,81692984.45367195
2614,59150784.18264451
2582,65270129.02455365
1409,124555768.65512939
175,68034345.4662837
352,78633618.08969931
976,32063662.19549896
2134,89107856.24784443
984,62413150.082486786
2396,119233789.37640996
1673,46543053.74398789
404,58266909.50786991
607,81244679.07902259
814,76262736.52989121
868,81746546.39860041
2271,78968520.38602623
1633,88885322.77339195
337,99517806.64915176
2765,183010970.7307041
1746,112905097.16346936
368,113297450.33209305
2806,86339018.18096933
1662,92464590.31107719
1234,115759803.92188334
1373,69239912.40441951
1672,65989485.82598399
1939,67092922.98758181
